Account ID,Industry,Vertical, Total BRR , AnnualRevenue ,NumberOfEmployees, DandB Revenue ,DandB Total Employees
Acct-002721,Other Industry,Transportation, $249.00 , $-   ,0, $-   ,0
Acct-002866,Media & Content,Internet Content & Software, $249.00 , $-   ,0, $-   ,0
Acct-003598,Professional Services,Consulting / Other Professional Services, $246.39 , $-   ,0, $-   ,0
Acct-003002,Finance,Finance - Other, $230.00 , $-   ,0, $-   ,0
Acct-002087,Media & Content,Media, $230.00 , $-   ,0, $-   ,0
Acct-002139,Healthcare,Healthcare - Other, $216.00 , $-   ,0, $-   ,0
Acct-002711,Professional Services,Consulting / Other Professional Services, $214.00 , $-   ,0, $-   ,0
Acct-001026,Professional Services,Consulting / Other Professional Services, $208.00 , $-   ,0, $-   ,0
Acct-003612,Healthcare,Healthcare - Other, $206.25 , $-   ,0, $-   ,0
Acct-002745,Media & Content,Media, $204.00 , $-   ,0, $-   ,0
Acct-002392,Research & Education,K-12 Education, $200.00 , $-   ,0, $-   ,0
Acct-001859,Healthcare,Healthcare - Other, $200.00 , $-   ,0, $-   ,0
Acct-002956,Telecommunications,Reseller, $198.00 , $-   ,0, $-   ,0
Acct-001677,Professional Services,Consulting / Other Professional Services, $197.00 , $-   ,0, $-   ,0
Acct-002732,Media & Content,Internet Content & Software, $176.00 , $-   ,0, $-   ,0
Acct-001249,Government,State/Local Government, $172.00 , $-   ,0, $-   ,0
Acct-002159,Media & Content,Media, $170.00 , $-   ,0, $-   ,0
Acct-003392,Government,State/Local Government, $165.05 , $-   ,0, $-   ,0
Acct-001555,Professional Services,Consulting / Other Professional Services, $161.60 , $-   ,0, $-   ,0
Acct-002733,Telecommunications,VOIP/VSP, $157.00 , $-   ,0, $-   ,0
Acct-003001,Research & Education,Higher Education, $157.00 ," $1,290,800.00 ",20," $1,716,669.03 ",20
Acct-002003,Professional Services,Consulting / Other Professional Services, $150.00 , $-   ,0, $-   ,0
Acct-002741,Research & Education,Research, $148.00 , $-   ,0, $-   ,0
Acct-002772,Professional Services,Legal, $148.00 , $-   ,0, $-   ,0
Acct-002585,Professional Services,Consulting / Other Professional Services, $148.00 , $-   ,0, $-   ,0
Acct-002648,IT Infrastructure,Colo/Hosting, $148.00 , $-   ,0, $-   ,0
Acct-002726,Professional Services,Consulting / Other Professional Services, $147.00 , $-   ,0, $-   ,0
Acct-002594,Professional Services,Consulting / Other Professional Services, $147.00 , $-   ,0, $-   ,0
Acct-002697,Professional Services,Consulting / Other Professional Services, $145.00 , $-   ,0, $-   ,0
Acct-003035,Media & Content,Internet Content & Software, $135.17 , $-   ,0, $-   ,0
Acct-001326,Telecommunications,RLEC, $134.00 ," $119,860.00 ",1," $316,186.99 ",1
Acct-002967,Professional Services,Consulting / Other Professional Services, $134.00 , $-   ,0, $-   ,0
Acct-002776,Professional Services,Consulting / Other Professional Services, $124.00 , $-   ,0, $-   ,0
Acct-002604,Professional Services,Consulting / Other Professional Services, $124.00 , $-   ,0, $-   ,0
Acct-002918,Professional Services,Consulting / Other Professional Services, $123.00 , $-   ,0, $-   ,0
Acct-002976,Professional Services,Consulting / Other Professional Services, $123.00 , $-   ,40, $-   ,40
Acct-002609,Media & Content,Internet Content & Software, $118.00 , $-   ,0, $-   ,0
Acct-002949,Professional Services,Consulting / Other Professional Services, $118.00 , $-   ,0, $-   ,0
Acct-002970,Telecommunications,VOIP/VSP, $118.00 , $-   ,0, $-   ,0
Acct-002729,Professional Services,Consulting / Other Professional Services, $117.00 , $-   ,0, $-   ,0
Acct-002603,IT Infrastructure,Colo/Hosting, $117.00 , $-   ,0, $-   ,0
Acct-000046,Telecommunications,National Carrier/ISP, $117.00 , $-   ,0, $-   ,0
Acct-002797,Professional Services,Engineering, $115.00 , $-   ,0, $-   ,0
Acct-002769,Media & Content,Media, $114.00 , $-   ,0, $-   ,0
Acct-002616,Media & Content,Internet Content & Software, $114.00 , $-   ,0, $-   ,0
Acct-002952,Media & Content,Internet Content & Software, $114.00 , $-   ,0, $-   ,0
Acct-002615,Media & Content,Media, $111.00 , $-   ,0, $-   ,0
Acct-002794,Professional Services,Consulting / Other Professional Services, $111.00 , $-   ,0, $-   ,0
Acct-002982,Professional Services,Consulting / Other Professional Services, $111.00 , $-   ,0, $-   ,0
Acct-003523,Research & Education,K-12 Education, $110.03 , $-   ,0, $-   ,0
Acct-002688,Professional Services,Consulting / Other Professional Services, $109.00 , $-   ,0, $-   ,0
Acct-002689,Other Industry,Non-Healthcare Insurance, $109.00 , $-   ,0, $-   ,0
Acct-002601,Other Industry,Retail, $109.00 , $-   ,0, $-   ,0
Acct-002608,Professional Services,Consulting / Other Professional Services, $109.00 , $-   ,0, $-   ,0
Acct-002927,Professional Services,Consulting / Other Professional Services, $109.00 , $-   ,0, $-   ,0
Acct-002931,Professional Services,Consulting / Other Professional Services, $109.00 , $-   ,0, $-   ,0
Acct-002617,Professional Services,Consulting / Other Professional Services, $108.00 , $-   ,0, $-   ,0
Acct-002780,Professional Services,Consulting / Other Professional Services, $105.00 , $-   ,0, $-   ,0
Acct-002628,Professional Services,Consulting / Other Professional Services, $105.00 , $-   ,0, $-   ,0
Acct-002992,Healthcare,Healthcare, $105.00 ," $37,997,958.19 ",286," $54,882,936.04 ",286
Acct-002610,Professional Services,Consulting / Other Professional Services, $104.00 , $-   ,0, $-   ,0
Acct-002887,Professional Services,Consulting / Other Professional Services, $102.00 , $-   ,0, $-   ,0
Acct-002998,Professional Services,Commercial Systems Integrator, $102.00 ," $66,384.00 ",1," $84,977.97 ",1
Acct-003039,Other Industry,Retail, $102.00 , $-   ,0, $-   ,0
Acct-003004,Professional Services,Consulting / Other Professional Services, $101.00 ," $13,846,584.94 ",380," $13,846,584.94 ",380
Acct-003046,Other Industry,Non-Healthcare Insurance, $101.00 , $-   ,0, $-   ,0
Acct-003013,IT Infrastructure,Colo/Hosting, $100.00 , $-   ,0, $-   ,0
Acct-000976,IT Infrastructure,Cloud Service Provider, $100.00 , $-   ,0, $-   ,0
Acct-003010,Professional Services,Legal, $99.59 , $-   ,0, $-   ,0
Acct-002684,Professional Services,Consulting / Other Professional Services, $99.00 , $-   ,0, $-   ,0
Acct-002696,Media & Content,Internet Content & Software, $99.00 , $-   ,0, $-   ,0
Acct-002720,Professional Services,Consulting / Other Professional Services, $99.00 , $-   ,0, $-   ,0
Acct-002719,Professional Services,Consulting / Other Professional Services, $99.00 , $-   ,0, $-   ,0
Acct-002730,Media & Content,Internet Content & Software, $99.00 , $-   ,0, $-   ,0
Acct-002788,Media & Content,Internet Content & Software, $99.00 , $-   ,0, $-   ,0
Acct-002900,Media & Content,Internet Content & Software, $99.00 , $-   ,0, $-   ,0
Acct-002911,Healthcare,Hospital/Clinic, $99.00 , $-   ,0, $-   ,0
Acct-002969,Professional Services,Consulting / Other Professional Services, $99.00 , $-   ,0, $-   ,0
Acct-002702,Research & Education,Research, $98.00 , $-   ,0, $-   ,0
Acct-002763,Media & Content,Media, $98.00 , $-   ,0, $-   ,0
Acct-002751,Finance,Finance - Other, $98.00 , $-   ,0, $-   ,0
Acct-002742,Professional Services,Consulting / Other Professional Services, $98.00 , $-   ,0, $-   ,0
Acct-002941,Professional Services,Consulting / Other Professional Services, $98.00 , $-   ,0, $-   ,0
Acct-002978,Media & Content,Internet Content & Software, $98.00 , $-   ,0, $-   ,0
Acct-002930,IT Infrastructure,Colo/Hosting, $92.00 , $-   ,0, $-   ,0
Acct-001675,Other Industry,Real Estate / Construction, $87.08 , $-   ,0, $-   ,0
Acct-002984,Finance,Finance - Other, $85.37 , $-   ,0, $-   ,0
Acct-003020,Media & Content,Internet Content & Software, $85.37 , $-   ,0, $-   ,0
Acct-003059,Other Industry,Retail, $85.00 ," $101,420.00 ",1," $101,420.00 ",1
Acct-002008,,, $85.00 , $-   ,0, $-   ,0
Acct-003029,Professional Services,Consulting / Other Professional Services, $84.00 , $-   ,0, $-   ,0
Acct-001199,Professional Services,Consulting / Other Professional Services, $74.00 , $-   ,0, $-   ,0
Acct-003062,Media & Content,Internet Content & Software, $65.04 , $-   ,0, $-   ,0
Acct-002406,Energy & Manufacturing,Manufacturing - Other, $64.95 , $-   ,0, $-   ,0
Acct-002792,Healthcare,Healthcare, $64.00 , $-   ,0, $-   ,0
Acct-002613,Media & Content,Media, $55.00 , $-   ,0, $-   ,0
Acct-002640,Professional Services,Consulting / Other Professional Services, $55.00 , $-   ,0, $-   ,0
Acct-002972,Professional Services,Consulting / Other Professional Services, $52.25 , $-   ,0, $-   ,0
Acct-002691,Professional Services,Consulting / Other Professional Services, $50.00 ," $372,413.32 ",6," $400,080.69 ",6
Acct-002704,Media & Content,Internet Content & Software, $50.00 , $-   ,0, $-   ,0
Acct-002787,Other Industry,Non-Healthcare Insurance, $50.00 ," $276,600.00 ",4," $276,600.00 ",4
Acct-003040,Professional Services,Consulting / Other Professional Services, $50.00 ," $110,640.00 ",2," $110,640.00 ",2
Acct-002997,Professional Services,Legal, $50.00 , $-   ,0, $-   ,0
Acct-003005,Media & Content,Media, $50.00 , $-   ,0, $-   ,0
Acct-003031,Professional Services,Commercial Systems Integrator, $50.00 ," $90,999.56 ",2," $99,098.40 ",3
Acct-003041,Media & Content,Media, $50.00 , $-   ,0, $-   ,0
Acct-003047,Research & Education,Higher Education, $50.00 , $-   ,0, $-   ,0
Acct-003049,IT Infrastructure,Colo/Hosting, $50.00 , $-   ,0, $-   ,0
Acct-002705,IT Infrastructure,Colo/Hosting, $49.00 , $-   ,0, $-   ,0
Acct-002760,Finance,Asset Management / Hedge Fund, $49.00 , $-   ,0, $-   ,0
Acct-002753,Other Industry,Retail, $49.00 , $-   ,0, $-   ,0
Acct-002591,Professional Services,Consulting / Other Professional Services, $49.00 , $-   ,0, $-   ,0
Acct-002782,Professional Services,Consulting / Other Professional Services, $49.00 , $-   ,0, $-   ,0
Acct-002605,IT Infrastructure,Colo/Hosting, $49.00 , $-   ,0, $-   ,0
Acct-002638,Healthcare,Hospital/Clinic, $49.00 , $-   ,0, $-   ,0
Acct-002803,Media & Content,Media, $49.00 , $-   ,0, $-   ,0
Acct-002626,Media & Content,Internet Content & Software, $49.00 , $-   ,0, $-   ,0
Acct-002940,IT Infrastructure,Colo/Hosting, $49.00 , $-   ,0, $-   ,0
Acct-002986,IT Infrastructure,Cloud Service Provider, $49.00 , $-   ,0, $-   ,0
Acct-003009,IT Infrastructure,Colo/Hosting, $49.00 , $-   ,0, $-   ,0
Acct-001604,Media & Content,Gaming/eSports, $49.00 , $-   ,0, $-   ,0
Acct-002343,Finance,Finance - Other, $39.00 , $-   ,0, $-   ,0
Acct-001465,IT Infrastructure,Colo/Hosting, $10.00 , $-   ,0, $-   ,0
Acct-002667,Other Industry,Real Estate / Construction, $-   , $-   ,0, $-   ,0
Acct-002529,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-000773,Energy & Manufacturing,Utilities, $-   , $-   ,0, $-   ,0
Acct-001278,Energy & Manufacturing,Oil & Gas, $-   ," $320,467,837.08 ",170," $387,766,083.06 ",170
Acct-002676,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-002501,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-000384,Healthcare,Hospital/Clinic, $-   ," $1,979,979,922.53 ",68000, $-   ,0
Acct-002675,Other Industry,Hospitality, $-   , $-   ,0, $-   ,0
Acct-001267,Professional Services,Engineering, $-   , $-   ,0, $-   ,0
Acct-001907,Telecommunications,Regional Carrier/ISP, $-   , $-   ,0, $-   ,0
Acct-003620,Other Industry,Transportation, $-   , $-   ,0, $-   ,0
Acct-000335,Government,State/Local Government, $-   , $-   ,0, $-   ,0
Acct-000492,Telecommunications,PTT, $-   , $-   ,0, $-   ,0
Acct-003430,,, $-   , $-   ,0, $-   ,0
Acct-001899,,National Carrier/ISP, $-   , $-   ,0, $-   ,0
Acct-000337,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-000699,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-001038,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-003577,Other Industry,Retail, $-   , $-   ,0, $-   ,0
Acct-000905,Other Industry,Transportation, $-   , $-   ,0, $-   ,0
Acct-000387,Other Industry,Transportation, $-   , $-   ,0, $-   ,0
Acct-001408,Telecommunications,Regional Carrier/ISP, $-   , $-   ,0, $-   ,0
Acct-003114,Energy & Manufacturing,Manufacturing - Other, $-   , $-   ,0, $-   ,0
Acct-001403,Telecommunications,Regional Carrier/ISP, $-   , $-   ,0, $-   ,0
Acct-000600,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-001374,Telecommunications,Regional Carrier/ISP, $-   ," $7,708,936.04 ",31," $7,708,936.04 ",31
Acct-001342,Energy,Oil & Gas, $-   ," $69,150,000.00 ",5000, $-   ,0
Acct-000041,Telecommunications,Reseller, $-   , $-   ,0, $-   ,0
Acct-002283,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-000144,Telecommunications,Regional Carrier/ISP, $-   , $-   ,0, $-   ,0
Acct-001423,Telecommunications,Regional Carrier/ISP, $-   ," $42,511,706.92 ",190," $42,511,706.92 ",190
Acct-002479,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
Acct-002679,Media & Content,Internet Content & Software, $-   ," $508,675,557.86 ",2000," $457,808,001.89 ",2000
Acct-003078,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-001613,,, $-   , $-   ,0, $-   ,0
Acct-003421,Healthcare,Healthcare - Other, $-   , $-   ,0, $-   ,0
Acct-002536,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-000088,Healthcare,Healthcare - Other, $-   , $-   ,0, $-   ,0
Acct-003617,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-000379,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
Acct-003124,Other Industry,Retail, $-   ," $66,953,796,000.00 ",347000," $68,029,770,000.00 ",341000
Acct-001906,Telecommunications,RLEC, $-   , $-   ,0, $-   ,0
Acct-001264,Telecommunications,Regional Carrier/ISP, $-   , $-   ,0, $-   ,0
Acct-001940,Healthcare,Healthcare - Other, $-   ," $56,473,514,200.00 ",42000, $-   ,0
Acct-001220,Manufacturing,Automotive/Vehicles, $-   ," $46,653,200.00 ",600, $-   ,0
Acct-002251,Telecommunications,RLEC, $-   , $-   ,0, $-   ,0
Acct-001494,Media & Content,Internet Content & Software, $-   ," $90,760,333.88 ",750," $90,760,333.88 ",750
Acct-002446,Healthcare,Pharmaceuticals / BioTech, $-   , $-   ,0, $-   ,0
Acct-000378,Healthcare,Hospital/Clinic, $-   , $-   ,0, $-   ,0
Acct-003572,Government,Federal Government, $-   , $-   ,0, $-   ,0
Acct-002513,Professional Services,Commercial Systems Integrator, $-   , $-   ,1000, $-   ,0
Acct-001924,Healthcare,Healthcare, $-   , $-   ,0, $-   ,0
Acct-002394,Media & Content,Media, $-   ," $1,164,876,006.00 ",6132," $1,077,522,038.00 ",5618
Acct-000715,Telecommunications,National Carrier/ISP, $-   , $-   ,0, $-   ,0
Acct-000840,Telecommunications,Regional Carrier/ISP, $-   ," $2,305,000.00 ",43, $-   ,0
Acct-000784,Telecommunications,Regional Carrier/ISP, $-   ," $5,255,400.00 ",45, $-   ,0
Acct-002737,Professional Services,Commercial Systems Integrator, $-   ," $1,659,600.00 ",60, $-   ,0
Acct-001724,Telecommunications,Wireless, $-   ," $30,057,200.00 ",235, $-   ,0
Acct-001335,Telecommunications,Regional Carrier/ISP, $-   ," $138,300,000.00 ",50, $-   ,0
Acct-003259,Finance,Finance - Other, $-   , $-   ,0, $-   ,0
Acct-001402,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-003434,Healthcare,Healthcare - Other, $-   , $-   ,0, $-   ,0
Acct-003563,Other Industry,Telecommunications Equipment Provider, $-   ," $637,217,680.57 ",4000," $637,217,680.57 ",4000
Acct-003257,Other Industry,Non-Healthcare Insurance, $-   , $-   ,0, $-   ,0
Acct-003390,Healthcare,Hospital/Clinic, $-   ," $92,200,000.00 ",35000, $-   ,0
Acct-003473,Media & Content,Internet Content & Software, $-   , $-   ,10000, $-   ,0
Acct-002380,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-000902,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-003076,Telecommunications,Regional Carrier/ISP, $-   , $-   ,0, $-   ,0
Acct-002508,Finance,Finance - Other, $-   , $-   ,0, $-   ,0
Acct-003216,Professional Services,Engineering, $-   , $-   ,0, $-   ,0
Acct-001642,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-002557,Media & Content,Media, $-   , $-   ,0, $-   ,0
Acct-001710,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-000640,Telecommunications,Regional Carrier/ISP, $-   , $-   ,0, $-   ,0
Acct-001700,Energy & Manufacturing,Oil & Gas, $-   , $-   ,0, $-   ,0
Acct-001647,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
Acct-001636,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-002200,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
Acct-002378,Telecommunications,Regional Carrier/ISP, $-   , $-   ,0, $-   ,0
Acct-000812,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-001409,Other Industry,Retail, $-   , $-   ,0, $-   ,0
Acct-003072,Professional Services,Commercial Systems Integrator, $-   , $-   ,0, $-   ,0
Acct-001705,Telecommunications,Wireless, $-   , $-   ,0, $-   ,0
Acct-003304,Energy & Manufacturing,Oil & Gas, $-   , $-   ,0, $-   ,0
Acct-001404,Telecommunications,Reseller, $-   , $-   ,0, $-   ,0
Acct-003220,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-002424,Finance,Finance - Other, $-   , $-   ,0, $-   ,0
Acct-002583,Other Industry,Telecommunications Equipment Provider, $-   , $-   ,0, $-   ,0
Acct-002678,Telecommunications,Regional Carrier/ISP, $-   , $-   ,0, $-   ,0
Acct-003176,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
Acct-000258,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
Acct-001476,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002249,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-002574,Other Industry,Non-Healthcare Insurance, $-   , $-   ,0, $-   ,0
Acct-003551,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-003149,Finance,Finance - Other, $-   , $-   ,0, $-   ,0
Acct-003139,Telecommunications,Regional Carrier/ISP, $-   , $-   ,0, $-   ,0
Acct-000265,,, $-   , $-   ,0, $-   ,0
Acct-001343,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
